question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-16205,Property - Appraisal,O-FNM-56224,Critical,Were all value acceptance + property data requirements met?,The loan had a characteristic that was not eligible for value acceptance + property data.,threshold_eligibility,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires value acceptance + property data (appraisal waiver) to have been the transaction's valuation path; the valuation of record is a full traditional appraisal: documents[52] 'Form 1004 Uniform Residential Appraisal' plus a populated valuationServices[0].valuationReport used for the collateral valuation (352000); piw=null, ace=null. Matches the table's established standard (existing NA rows O-FNM-55740/56088/56225/56231/56232/56227, incl. same-card siblings).",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56229,Critical,Were all value acceptance + property data requirements met?,The value acceptance + property data offer is over 4 months old on the Note date.,date_window,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires value acceptance + property data (appraisal waiver) to have been the transaction's valuation path; the valuation of record is a full traditional appraisal: documents[52] 'Form 1004 Uniform Residential Appraisal' plus a populated valuationServices[0].valuationReport used for the collateral valuation (352000); piw=null, ace=null. Matches the table's established standard (existing NA rows O-FNM-55740/56088/56225/56231/56232/56227, incl. same-card siblings).",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56232,Critical,Were all value acceptance + property data requirements met?,Form 1004D and Completion Alternatives is not in the file as applicable for repairs or alterations.,doc_presence,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,context_flag value_acceptance_property_data_exercised: full URAR appraisal present contradicts a PDC/value-acceptance path,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16205,Property - Appraisal,O-FNM-56227,Critical,Were all value acceptance + property data requirements met?,Special feature code 774 was not included at delivery where value acceptance + property data was exercised.,doc_completeness,B4-1.4-11 Value Acceptance + Property Data; B4-1.2-05 Requirements for Verifying Completion and Postponed Improvements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Form 1004 Uniform Residential Appraisal (a full traditional appraisal) is in file, contradicting a value-acceptance + property-data (appraisal-waiver) track",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16446,Property - Appraisal,O-FNM-57786,Critical,Does the appraisal evidence unacceptable appraisal practices?,A disclosure was not provided to the borrower outlining the reconsideration of value (ROV) process at the time the appraisal report was provided to the borrower.,doc_presence,B4-1.1-04 Unacceptable Appraisal Practices; B4-1.3-12 Appraisal Quality Matters,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"Requires an ROV-process disclosure be provided to the borrower at the time the appraisal report was delivered, a timing requirement beyond mere presence; no closed-list document matches.",
O-FNM-16446,Property - Appraisal,O-FNM-57524,Critical,Does the appraisal evidence unacceptable appraisal practices?,A review of the appraisal revealed that the report contains unacceptable terms and phrases identified as prohibited language.,scripted_review,B4-1.1-04 Unacceptable Appraisal Practices; B4-1.3-12 Appraisal Quality Matters,NEEDS_REVIEW,IRREDUCIBLE_JUDGMENT,prohibited-language text review,No data present for scripted_review_checklist__a_review_of_the_appraisal_revealed_that_the_report__665cc0f5 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-16446,Property - Appraisal,O-FNM-57787,Critical,Does the appraisal evidence unacceptable appraisal practices?,All documentation and communications related to the initiation and outcome of the ROV were not in the file.,doc_presence,B4-1.1-04 Unacceptable Appraisal Practices; B4-1.3-12 Appraisal Quality Matters,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies once an ROV occurred, an event fact not derivable from document-type inventory.",
O-FNM-16446,Property - Appraisal,O-FNM-57523,Critical,Does the appraisal evidence unacceptable appraisal practices?,A review of the appraisal revealed unacceptable appraisal practices were used in the report.,scripted_review,B4-1.1-04 Unacceptable Appraisal Practices; B4-1.3-12 Appraisal Quality Matters,NEEDS_REVIEW,IRREDUCIBLE_JUDGMENT,general unacceptable-appraisal-practices review,No data present for scripted_review_checklist__a_review_of_the_appraisal_revealed_unacceptable_ap__0cdced29 -- cannot determine whether this condition is true or false; needs SME review.
O-FNM-16519,Property - Appraisal,O-FNM-57985,Critical,Were all requirements met for a property with an accessory dwelling unit?,An aged settled sale and an active listing or under contract sale was not provided as a supplemental exhibit to show marketability.,doc_presence,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Detached single-family home in a PUD; no accessory dwelling unit is evidenced anywhere in the profile.,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16519,Property - Appraisal,O-FNM-57984,Critical,Were all requirements met for a property with an accessory dwelling unit?,The appraisal did not include a description of the ADU and analysis of any effect it has on the value or marketability of the subject property.,doc_completeness,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_COMPILED,NOT_COMPILED_PRESENCE_GATE_NEEDS_CONDITIONAL_LOGIC,"The appraisal is present, but must also describe the ADU and its effect on value/marketability — a content requirement beyond presence.",
O-FNM-16519,Property - Appraisal,O-FNM-57983,Critical,Were all requirements met for a property with an accessory dwelling unit?,The ADU was included with the Gross Living Area calculation of the primary dwelling.,doc_completeness,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,Detached single-family home in a PUD; no accessory dwelling unit is evidenced anywhere in the profile.,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16519,Property - Appraisal,O-FNM-57981,Critical,Were all requirements met for a property with an accessory dwelling unit?,The ADU is a HUD Code manufactured home and the additional requirements applicable were not met.,scripted_review,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires an ADU that is a HUD Code manufactured home. ASSUMED (demo-scoped, Gordon 2026-08-02): no solar panels / no ADU / no 4506-C rejection on this loan -- not derived from any real field (none exist for this concept in the payload or schema), a deliberate policy decision for this demo build, same standing as the Category C assume-DU-underwritten decision. Revisit if this demo's audience or purpose changes, or the moment real data on any of these three facts becomes available.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-16519,Property - Appraisal,O-FNM-57980,Critical,Were all requirements met for a property with an accessory dwelling unit?,The ADU does not comply with zoning requirements and does not meet the additional conditions to be considered eligible.,threshold_eligibility,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-16519,Property - Appraisal,O-FNM-57979,Critical,Were all requirements met for a property with an accessory dwelling unit?,The subject is an ineligible property type to have an accessory dwelling unit (ADU).,threshold_eligibility,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-16519,Property - Appraisal,O-FNM-57982,Critical,Were all requirements met for a property with an accessory dwelling unit?,The ADU was not subordinate in size to the primary dwelling and/or did not have the required separate features.,threshold_eligibility,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-16519,Property - Appraisal,O-FNM-50289,Major,Were all requirements met for a property with an accessory dwelling unit?,The subject has an accessory unit and one or more requirements were not met.,scripted_review,B2-3-04 Special Property Eligibility Considerations; B4-1.3-05 Improvements Section of the Appraisal Report; B2-3-02 Special Property Eligibility and Underwriting Considerations: Factory-Built Housing,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires the subject to have an accessory dwelling unit. ASSUMED (demo-scoped, Gordon 2026-08-02): no solar panels / no ADU / no 4506-C rejection on this loan -- not derived from any real field (none exist for this concept in the payload or schema), a deliberate policy decision for this demo build, same standing as the Category C assume-DU-underwritten decision. Revisit if this demo's audience or purpose changes, or the moment real data on any of these three facts becomes available.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
